filename	trial_type	topic_obj	topic_col	topic_loc	backgr_obj	backgr_col	backgr_loc	words	Gen_1	Gen_2	Gen_3	Gen_4	Gen_5	condition	chain
05.png	sin	cup	yellow	cent	no	no	no	fop	fop	fop	li	li	li	control	9
05d.png	sin	cup	yellow	cent	no	no	no	fop	fop	fop	li	li	li	control	9
06.png	sin	cup	blue	cent	no	no	no	fop	fop	fop	pu	pu	pu	control	9
06d.png	sin	cup	blue	cent	no	no	no	fop	fop	fop	pu	pu	pu	control	9
07-2.png	rel	cup	yellow	left	pen	blue	right	fop li	fop li	fop li	li	li	li	control	9
07.png	rel	cup	yellow	right	pen	blue	left	fop li	fop li	fop li	li 	li	li	control	9
08-2.png	rel	cup	blue	left	pen	yellow	right	fop pu	fop pu	fop pu	pu	pu	pu	control	9
08.png	rel	cup	blue	right	pen	yellow	left	fop pu	fop pu	kur pu	pu	pu	pu	control	9
09.png	sin	ball	yellow	cent	no	no	no	kur	kur	kur	kur	kur li	kur li	control	9
09d.png	sin	ball	yellow	cent	no	no	no	kur	kur	kur	kur li	li	kur li	control	9
10.png	sin	ball	blue	cent	no	no	no	kur	kur	kur	kur	pu	pu	control	9
10d.png	sin	ball	blue	cent	no	no	no	kur	kur	kur	kur pu	kur pu	kur pu	control	9
11-2.png	rel	ball	yellow	left	pen	blue	right	kur li	kur li	kur li	kur li	kur li	kur li	control	9
11.png	rel	ball	yellow	right	pen	blue	left	kur li	kur li	kur li	kur li	kur li	li	control	9
12-2.png	rel	ball	blue	right	pen	yellow	left	kur pu	kur pu	kur pu	kur pu	pu	pu	control	9
12.png	rel	ball	blue	left	pen	yellow	right	kur pu	kur pu	kur pu	kur pu	pu	pu	control	9
13.png	sin	book	yellow	cent	no	no	no	yan	yan	yan	yan	yan li	yan li	control	9
13d.png	sin	book	yellow	cent	no	no	no	yan	yan	yan	yan	yan li	yan li	control	9
14.png	sin	book	blue	cent	no	no	no	yan	yan	yan	yan	yan pu	uan pu	control	9
14d.png	sin	book	blue	cent	no	no	no	yan	yan	yan	yan	yan pu	pu	control	9
15-2.png	rel	book	yellow	left	pen	blue	right	yan li	yan li	yan li	yan li	yan li	li	control	9
15.png	rel	book	yellow	right	pen	blue	left	yan li	yan li	yan li	yan li	li	li	control	9
16-2.png	rel	book	blue	right	pen	yellow	left	yan pu	yan pu	yan pu	yan pu	yan pu	li	control	9
16.png	rel	book	blue	left	pen	yellow	right	yan pu	yan pu	yan pu	yan pu	yan pu	yan pu	control	9
01.png	sin	pen	yellow	cent	no	no	no	meeb	meeb	meeb	meeb	yan	meeb	control	10
01d.png	sin	pen	yellow	cent	no	no	no	meeb	meeb	meeb	meeb	meeb	meeb	control	10
02.png	sin	pen	blue	cent	no	no	no	meeb	meeb	meeb	meeb	meeb	meeb	control	10
02d.png	sin	pen	blue	cent	no	no	no	meeb	meeb	meeb	meeb	meeb	meeb	control	10
03-2.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	control	10
03.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb pu	meeb pu	meeb pur	meeb pu	control	10
04-2.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb pu	meeb pu	meeb pur	meeb pu	control	10
04.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb li	meeb li	meeb li	meeb li	control	10
05.png	sin	cup	yellow	cent	no	no	no	fop	fop	fop	ker	ker	ker	control	10
05d.png	sin	cup	yellow	cent	no	no	no	fop	fop	fop	ker	ker	ker	control	10
06.png	sin	cup	blue	cent	no	no	no	fop	fop	fop	ker	ker	ker	control	10
06d.png	sin	cup	blue	cent	no	no	no	fop	fop	fop	ker	ker	ker	control	10
07-2.png	rel	cup	yellow	left	pen	blue	right	fop li	fop li	fop li	pu li	ker li	ker li	control	10
07.png	rel	cup	yellow	right	pen	blue	left	fop li	fop li	fop pu	ker	ker pu	ker pu	control	10
08-2.png	rel	cup	blue	left	pen	yellow	right	fop pu	meeb pu	fop li	kerb li	ker li	ker li	control	10
08.png	rel	cup	blue	right	pen	yellow	left	fop pu	fop pu	fop pu	ker pu	ker pu	ker pu	control	10
09.png	sin	ball	yellow	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	10
09d.png	sin	ball	yellow	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	10
10.png	sin	ball	blue	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	10
10d.png	sin	ball	blue	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	10
11-2.png	rel	ball	yellow	left	pen	blue	right	kur li	kur li	kur li	kur li	kur li	kur li	control	10
11.png	rel	ball	yellow	right	pen	blue	left	kur li	kur li	kur pu	kur pu	kur pur	kur pu	control	10
12-2.png	rel	ball	blue	right	pen	yellow	left	kur pu	kur pu	kur pu	kur pu	kur pur	kur pu	control	10
12.png	rel	ball	blue	left	pen	yellow	right	kur pu	kur pu	kur li	kur li	kur  li	kur li	control	10
13.png	sin	book	yellow	cent	no	no	no	yan	yan	yan	yan	yan	yan	control	10
13d.png	sin	book	yellow	cent	no	no	no	yan	yan	yan	yan	yan	yan	control	10
14.png	sin	book	blue	cent	no	no	no	yan	yan	yan	yan	yan	yan	control	10
14d.png	sin	book	blue	cent	no	no	no	yan	yan	yan	yan	yan	yan	control	10
15-2.png	rel	book	yellow	left	pen	blue	right	yan li	yan li	yan li	yan li	yan li	yan li	control	10
15.png	rel	book	yellow	right	pen	blue	left	yan li	yan li	yan pu	yan pu	yan pu	yan pu	control	10
16-2.png	rel	book	blue	right	pen	yellow	left	yan pu	yan pu	yan pu	yan pu	kur pu	yan pu	control	10
16.png	rel	book	blue	left	pen	yellow	right	yan pu	yan pu	yan li	yan li	kur li	yan li	control	10
01.png	sin	pen	yellow	cent	no	no	no	meeb	meeb	meeb	meeb li	meeb	meeb	control	11
01d.png	sin	pen	yellow	cent	no	no	no	meeb	meeb	meeb	meeb	meeb	meeb	control	11
02.png	sin	pen	blue	cent	no	no	no	meeb	meeb 	meeb	meeb	meeb	meeb	control	11
02d.png	sin	pen	blue	cent	no	no	no	meeb	meeb	meeb	meeb pu	meeb	meeb	control	11
03-2.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	control	11
03.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	control	11
04-2.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	control	11
04.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pur	control	11
05.png	sin	cup	yellow	cent	no	no	no	fop	pur	pur	pur	pur	pur	control	11
05d.png	sin	cup	yellow	cent	no	no	no	fop	pur	pur	pur	pur 	pur	control	11
06.png	sin	cup	blue	cent	no	no	no	fop	yar	a	pur	pur	pur	control	11
06d.png	sin	cup	blue	cent	no	no	no	fop	yar	yar	pur	pur	pur	control	11
07-2.png	rel	cup	yellow	left	pen	blue	right	fop li	pur li	yar li	pur li	pur li	pur li	control	11
07.png	rel	cup	yellow	right	pen	blue	left	fop li	pur li	yar li	pur li	pur li	pur li	control	11
08-2.png	rel	cup	blue	left	pen	yellow	right	fop pu	pur ku	pur pu	yar pu	pur pu	pur pur	control	11
08.png	rel	cup	blue	right	pen	yellow	left	fop pu	pur ku	yar pu	pur pu	pur pu	pur pu	control	11
09.png	sin	ball	yellow	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	11
09d.png	sin	ball	yellow	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	11
10.png	sin	ball	blue	cent	no	no	no	kur	yup	pur	kur	kur	kur	control	11
10d.png	sin	ball	blue	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	11
11-2.png	rel	ball	yellow	left	pen	blue	right	kur li	kur li	kur li	kur li	kur li	kur li	control	11
11.png	rel	ball	yellow	right	pen	blue	left	kur li	kur li	kur li	kur li	kur li	kur li	control	11
12-2.png	rel	ball	blue	right	pen	yellow	left	kur pu	pur pu	kur pu	kur	kur pu	kur li	control	11
12.png	rel	ball	blue	left	pen	yellow	right	kur pu	kur pu	kur pu	kur pu	kur pur	kur pur	control	11
13.png	sin	book	yellow	cent	no	no	no	yan	yan li	yar	yar li	yar li	yar 	control	11
13d.png	sin	book	yellow	cent	no	no	no	yan	yar	yar	yar	yar li	yar	control	11
14.png	sin	book	blue	cent	no	no	no	yan	yar	yar	yar	yar	yar	control	11
14d.png	sin	book	blue	cent	no	no	no	yan	yan	yar	yar	yar pu	yar	control	11
15-2.png	rel	book	yellow	left	pen	blue	right	yan li	yan li	yar li	yar li	yar li	yar li	control	11
15.png	rel	book	yellow	right	pen	blue	left	yan li	yar li	yar li	yar li	yar li	yar li	control	11
16-2.png	rel	book	blue	right	pen	yellow	left	yan pu	yan pu	yar pi	yar pu	yar pu	yar pur	control	11
16.png	rel	book	blue	left	pen	yellow	right	yan pu	meeb pu	yar pu	yar pu	yar pur	yar pur	control	11
01.png	sin	pen	yellow	cent	no	no	no	meeb	meeb 	fop	meeb	meeb	meeb	control	12
01d.png	sin	pen	yellow	cent	no	no	no	meeb	meeb	meeb	meeb	meeb	meeb	control	12
02.png	sin	pen	blue	cent	no	no	no	meeb	meeb	meeb	meeb	meeb	meeb pu	control	12
02d.png	sin	pen	blue	cent	no	no	no	meeb	meeb	meeb	meeb	meeb	meeb	control	12
03-2.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	control	12
03.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	control	12
04-2.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	control	12
04.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	control	12
05.png	sin	cup	yellow	cent	no	no	no	fop	fop	fop	fop	fop	fop	control	12
05d.png	sin	cup	yellow	cent	no	no	no	fop	fop	fop	fop	fop	fop	control	12
06.png	sin	cup	blue	cent	no	no	no	fop	fop	fop	fop	fop	fop	control	12
06d.png	sin	cup	blue	cent	no	no	no	fop	fop	fop	fop	fop	fop pu	control	12
07-2.png	rel	cup	yellow	left	pen	blue	right	fop li	fop li	fop li	fop li	fop li	fop li	control	12
07.png	rel	cup	yellow	right	pen	blue	left	fop li	fop li	fop li	fop li	fop li	fop li	control	12
08-2.png	rel	cup	blue	left	pen	yellow	right	fop pu	fop pu	fop pu	fop pu	fop pu	fop li	control	12
08.png	rel	cup	blue	right	pen	yellow	left	fop pu	fop pu	fop pu	fop pu	fop pu	fop pu	control	12
09.png	sin	ball	yellow	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	12
09d.png	sin	ball	yellow	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	12
10.png	sin	ball	blue	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	12
10d.png	sin	ball	blue	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	12
11-2.png	rel	ball	yellow	left	pen	blue	right	kur li	kur li	kur li	kur li	kur li	kur li	control	12
11.png	rel	ball	yellow	right	pen	blue	left	kur li	kur li	kur li	kur li	kur li	kur li	control	12
12-2.png	rel	ball	blue	right	pen	yellow	left	kur pu	kur pu	kur pu	kur pu	kur	kur pu	control	12
12.png	rel	ball	blue	left	pen	yellow	right	kur pu	kur pu	kur pu	kur pu	kur pu	kur pu	control	12
13.png	sin	book	yellow	cent	no	no	no	yan	yan	yan	yan	yan	yan	control	12
13d.png	sin	book	yellow	cent	no	no	no	yan	yan 	yan	yan	yan	yan	control	12
14.png	sin	book	blue	cent	no	no	no	yan	yan	yan	yan	yan	meeb pu	control	12
14d.png	sin	book	blue	cent	no	no	no	yan	yan	yan	yan	yan	yan	control	12
15-2.png	rel	book	yellow	left	pen	blue	right	yan li	yan li	yan li	yan li	yan li	yan li	control	12
15.png	rel	book	yellow	right	pen	blue	left	yan li	yan li	yan li	yan li	yan li	yan li	control	12
16-2.png	rel	book	blue	right	pen	yellow	left	yan pu	yan pu	yan pu	yan pu	yan pu	yan pu	control	12
16.png	rel	book	blue	left	pen	yellow	right	yan pu	yan pu	yan pu	yan pu	yan pu	yan pu	control	12
01.png	sin	pen	yellow	cent	no	no	no	meeb	meeb li	meeb li	meeb li	meeb li	meeb li	control	13
01d.png	sin	pen	yellow	cent	no	no	no	meeb	meeb li	meeb li	meeb li	meeb li	meeb li	control	13
02.png	sin	pen	blue	cent	no	no	no	meeb	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	control	13
02d.png	sin	pen	blue	cent	no	no	no	meeb	meeb pu	meeb pu	meeb pu	meeb pu	mub pu	control	13
03-2.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	control	13
03.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	control	13
04-2.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	control	13
04.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	control	13
05.png	sin	cup	yellow	cent	no	no	no	fop	fob li	fob li	fob li	mub li	mub li	control	13
05d.png	sin	cup	yellow	cent	no	no	no	fop	fob li	fob li	fob li	mub li	mub li	control	13
06.png	sin	cup	blue	cent	no	no	no	fop	fob pu	fob pu	fob pu	mub pu	mub pu	control	13
06d.png	sin	cup	blue	cent	no	no	no	fop	fob pu	fob pu	fob pu	mub pu	mub pu	control	13
07-2.png	rel	cup	yellow	left	pen	blue	right	fop li	fob li	fob li	fob li	mub li	mub li	control	13
07.png	rel	cup	yellow	right	pen	blue	left	fop li	fob li	fob li	fob li	mup li	meeb li	control	13
08-2.png	rel	cup	blue	left	pen	yellow	right	fop pu	fob pu	fob pu	fob pu	mub pu	mub pu	control	13
08.png	rel	cup	blue	right	pen	yellow	left	fop pu	fob pu	fob pu	fob pu	mub pu	mub pu	control	13
09.png	sin	ball	yellow	cent	no	no	no	kur	kur li	kur li	kur li	kur li	kur li	control	13
09d.png	sin	ball	yellow	cent	no	no	no	kur	kur li	kur li	kur li	kur li	kur li	control	13
10.png	sin	ball	blue	cent	no	no	no	kur	kur pu	kur pu	kur pu	kur pu	kur pu	control	13
10d.png	sin	ball	blue	cent	no	no	no	kur	kur pu	kur pu	kur pu	kur pu	kur pu	control	13
11-2.png	rel	ball	yellow	left	pen	blue	right	kur li	kur li	kur li	kur li	kur li	kur li	control	13
11.png	rel	ball	yellow	right	pen	blue	left	kur li	kur li	kur li	kur li	kur li	kur li	control	13
12-2.png	rel	ball	blue	right	pen	yellow	left	kur pu	kur pu	kur pu	kur pu	kur pu	kur pu	control	13
12.png	rel	ball	blue	left	pen	yellow	right	kur pu	kur pu	kur pu	kur pu	kur pu	kur pu	control	13
13.png	sin	book	yellow	cent	no	no	no	yan	yan li	yan li	yan li	yan li	yan li	control	13
13d.png	sin	book	yellow	cent	no	no	no	yan	yan li	yan li	yan li	yan li	yan li	control	13
14.png	sin	book	blue	cent	no	no	no	yan	yan pu	yan pu	yan pu	yan pu	yan pu	control	13
14d.png	sin	book	blue	cent	no	no	no	yan	yan pu	yan pu	yan pu	yan pu	yan pu	control	13
15-2.png	rel	book	yellow	left	pen	blue	right	yan li	yan li	yan li	yan li	yan li	yan li	control	13
15.png	rel	book	yellow	right	pen	blue	left	yan li	yan li	yan li	yan li	yan li	yan li	control	13
16-2.png	rel	book	blue	right	pen	yellow	left	yan pu	yan pu	yan pu	yan pu	yan pu	yan pu	control	13
16.png	rel	book	blue	left	pen	yellow	right	yan pu	yan pu	yan pu	yan pu	yan pu	yan pu	control	13
01.png	sin	pen	yellow	cent	no	no	no	meeb	meeb li	meeb li	meeb li	meeb li	meeb li	control	14
01d.png	sin	pen	yellow	cent	no	no	no	meeb	meeb li	meeb li	meeb li	meeb li	meeb li	control	14
02.png	sin	pen	blue	cent	no	no	no	meeb	meeb pu	meeb pu	meeb pu	meeb pu	meep pu	control	14
02d.png	sin	pen	blue	cent	no	no	no	meeb	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	control	14
03-2.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meeb li	meeb li	meep li	control	14
03.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	control	14
04-2.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	control	14
04.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	control	14
05.png	sin	cup	yellow	cent	no	no	no	fop	fop li	fop	fop li	pof li	pof li	control	14
05d.png	sin	cup	yellow	cent	no	no	no	fop	fop li	fop li	fop li	pof li	pof li	control	14
06.png	sin	cup	blue	cent	no	no	no	fop	fop pu	fop pu	fop pu	pof pu	pof pu	control	14
06d.png	sin	cup	blue	cent	no	no	no	fop	fop pu	fop pu	fop pu	pof pu	pof pu	control	14
07-2.png	rel	cup	yellow	left	pen	blue	right	fop li	fop li	fop li	fop li	pof li	pof li	control	14
07.png	rel	cup	yellow	right	pen	blue	left	fop li	fop li	fop li	fop li	pof li	pof li	control	14
08-2.png	rel	cup	blue	left	pen	yellow	right	fop pu	fop pu	fop pu	fop pu	pof pu	pof pu	control	14
08.png	rel	cup	blue	right	pen	yellow	left	fop pu	fop pu	fop pu	fop pu	pof pu	pof pu	control	14
09.png	sin	ball	yellow	cent	no	no	no	kur	kur li	kur li	kur li	kur li	kur li	control	14
09d.png	sin	ball	yellow	cent	no	no	no	kur	kur 	kur li	kur li	kur li	kur li	control	14
10.png	sin	ball	blue	cent	no	no	no	kur	kur pu	kur pu	kur pu	kur pu	kur pu	control	14
10d.png	sin	ball	blue	cent	no	no	no	kur	kur	kur pu	kur pu	kur pu	kur pu	control	14
11-2.png	rel	ball	yellow	left	pen	blue	right	kur li	kur li	kur li	kur li	kur li	kur li	control	14
11.png	rel	ball	yellow	right	pen	blue	left	kur li	kur li	kur li	kur li	kur li	kur li	control	14
12-2.png	rel	ball	blue	right	pen	yellow	left	kur pu	kur pu	kur pu	kur pu	kur pu	kur pu	control	14
12.png	rel	ball	blue	left	pen	yellow	right	kur pu	kur pu	kur pu	kur pu	kur pu	kur pu	control	14
13.png	sin	book	yellow	cent	no	no	no	yan	yan li	yan li	yan li	yan li	yan li	control	14
13d.png	sin	book	yellow	cent	no	no	no	yan	yan li	yan li	yan li	yan li	yan li	control	14
14.png	sin	book	blue	cent	no	no	no	yan	fop pu	yan pu	yan pu	yan pu	yan pu	control	14
14d.png	sin	book	blue	cent	no	no	no	yan	fop pu	yan pu	yan pu	yan pu	yan pu	control	14
15-2.png	rel	book	yellow	left	pen	blue	right	yan li	fop li	yan li	yan li	yan li	yan li	control	14
15.png	rel	book	yellow	right	pen	blue	left	yan li	yan li	yan li	yan li	yan li	yan li	control	14
16-2.png	rel	book	blue	right	pen	yellow	left	yan pu	yan pu	yan pu	yan pu	yan pu	yan pu	control	14
16.png	rel	book	blue	left	pen	yellow	right	yan pu	fop pu	yan pu	yan pu	yan pu	yan pu	control	14
01.png	sin	pen	yellow	cent	no	no	no	meeb	meeb	meeb	meeb	meeb	meeb li	control	15
01d.png	sin	pen	yellow	cent	no	no	no	meeb	meeb	meeb	meeb	meeb	meeb	control	15
02.png	sin	pen	blue	cent	no	no	no	meeb	meeb	meeb	meeb	meeb	meeb	control	15
02d.png	sin	pen	blue	cent	no	no	no	meeb	meeb	meeb	meeb	meeb	meeb	control	15
03-2.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	control	15
03.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	control	15
04-2.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	control	15
04.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb	control	15
05.png	sin	cup	yellow	cent	no	no	no	fop	yan	fup	fup	fup	fup	control	15
05d.png	sin	cup	yellow	cent	no	no	no	fop	fop	fup	fup	fup	fup li	control	15
06.png	sin	cup	blue	cent	no	no	no	fop	fup	fup	fup	fup	fup	control	15
06d.png	sin	cup	blue	cent	no	no	no	fop	yan	yan	fup	fup	fup	control	15
07-2.png	rel	cup	yellow	left	pen	blue	right	fop li	yan li	fup li	fup li	yan li	fup li	control	15
07.png	rel	cup	yellow	right	pen	blue	left	fop li	fup li	fup li	fup li	fup li	fup li	control	15
08-2.png	rel	cup	blue	left	pen	yellow	right	fop pu	yan pu	fup pu	fup pu	fup pu	fup pu	control	15
08.png	rel	cup	blue	right	pen	yellow	left	fop pu	fup pu	fup pu	fup pu	fup pu	fup pu	control	15
09.png	sin	ball	yellow	cent	no	no	no	kur	kur	kur	kur	kur	kur li	control	15
09d.png	sin	ball	yellow	cent	no	no	no	kur	kur li	kur li	kur	kur li	kur li	control	15
10.png	sin	ball	blue	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	15
10d.png	sin	ball	blue	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	15
11-2.png	rel	ball	yellow	left	pen	blue	right	kur li	kur	kur li	kur li	kur li	kur li	control	15
11.png	rel	ball	yellow	right	pen	blue	left	kur li	kur li	kur li	kur li	kur li	kur li	control	15
12-2.png	rel	ball	blue	right	pen	yellow	left	kur pu	kur pu	kur pu	kur pu	kukr pu	kur pu	control	15
12.png	rel	ball	blue	left	pen	yellow	right	kur pu	kur pu	kur	kur pu	kur pu	kur pu	control	15
13.png	sin	book	yellow	cent	no	no	no	yan	yan	yan	yan	yan li	yan	control	15
13d.png	sin	book	yellow	cent	no	no	no	yan	yan	yan	yan	yan	yan	control	15
14.png	sin	book	blue	cent	no	no	no	yan	yan	yan	yan	yan	yan	control	15
14d.png	sin	book	blue	cent	no	no	no	yan	yan	yan	yan	yan	yan pu	control	15
15-2.png	rel	book	yellow	left	pen	blue	right	yan li	fop li	yan li	yan li	meeb li	yan li	control	15
15.png	rel	book	yellow	right	pen	blue	left	yan li	yan li	yan li	yan li	yan li	yan li	control	15
16-2.png	rel	book	blue	right	pen	yellow	left	yan pu	yan pu	yan pu	yan pu	yan pu	yan pu	control	15
16.png	rel	book	blue	left	pen	yellow	right	yan pu	yan pu	yan pu	yan pu	yan pu	yan pu	control	15
01.png	sin	pen	yellow	cent	no	no	no	meeb	meep	meep	meep	meep	meep	control	16
01d.png	sin	pen	yellow	cent	no	no	no	meeb	meep	meep	meep	meep	meep	control	16
02.png	sin	pen	blue	cent	no	no	no	meeb	meep	meep	meep	meep	meep	control	16
02d.png	sin	pen	blue	cent	no	no	no	meeb	meep	meep	meep	meep	meep	control	16
03-2.png	rel	pen	yellow	left	pen	blue	right	meeb li	meep li	meep li	meep li	meep li	meep li	control	16
03.png	rel	pen	yellow	right	pen	blue	left	meeb li	meep li	meep li	meep li	meep li	meep li	control	16
04-2.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meep pu	meep pu	meep pu	meep pu	meep pu	control	16
04.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meep pu	meep pu	meep pu	meep pu	meep pu	control	16
05.png	sin	cup	yellow	cent	no	no	no	fop	pu	fup	fup	fup	fup	control	16
05d.png	sin	cup	yellow	cent	no	no	no	fop	fup	fup	fup	fup	fup	control	16
06.png	sin	cup	blue	cent	no	no	no	fop	fop	fup	fup	fup	fup	control	16
06d.png	sin	cup	blue	cent	no	no	no	fop	fup	fup	fup	fup	fup	control	16
07-2.png	rel	cup	yellow	left	pen	blue	right	fop li	fup li	fup li	fup li	fup li	fup li	control	16
07.png	rel	cup	yellow	right	pen	blue	left	fop li	fup li	fup li	fup li	fup li	fup li	control	16
08-2.png	rel	cup	blue	left	pen	yellow	right	fop pu	fop pu	fup pu	fup pu	fup pu	fup pu	control	16
08.png	rel	cup	blue	right	pen	yellow	left	fop pu	fop pu	fup pu	fup pu	fup pu	fup pu	control	16
09.png	sin	ball	yellow	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	16
09d.png	sin	ball	yellow	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	16
10.png	sin	ball	blue	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	16
10d.png	sin	ball	blue	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	16
11-2.png	rel	ball	yellow	left	pen	blue	right	kur li	kur li	kur li	kur li	kur li	kur li	control	16
11.png	rel	ball	yellow	right	pen	blue	left	kur li	kur li	kur li	kur li	kur li	kur li	control	16
12-2.png	rel	ball	blue	right	pen	yellow	left	kur pu	kur pu	kur pu	kur pu	kur pu	kur pu	control	16
12.png	rel	ball	blue	left	pen	yellow	right	kur pu	kur pu	kur pu	kur pu	kur pu	kur pu	control	16
13.png	sin	book	yellow	cent	no	no	no	yan	yan	yan	yan	yan	yan	control	16
13d.png	sin	book	yellow	cent	no	no	no	yan	yan	yan	yan	yan	yan	control	16
14.png	sin	book	blue	cent	no	no	no	yan	yan	yan	yan	yan	yan	control	16
14d.png	sin	book	blue	cent	no	no	no	yan	yan	yan	yan	yan	yan	control	16
15-2.png	rel	book	yellow	left	pen	blue	right	yan li	yan li	fup li	yan li	yan li	yan li	control	16
15.png	rel	book	yellow	right	pen	blue	left	yan li	yan li	yan li	yan li	yan li	yan li	control	16
16-2.png	rel	book	blue	right	pen	yellow	left	yan pu	yan pu	yan pu	yan pu	yan pu	yan pu	control	16
16.png	rel	book	blue	left	pen	yellow	right	yan pu	yan pu	yan pu	yan pu	yan pu	yan pu	control	16
01.png	sin	pen	yellow	cent	no	no	no	meeb	meeb	meeb li	meeb li	meeb	meeb	control	17
01d.png	sin	pen	yellow	cent	no	no	no	meeb	meeb	meeb li	meeb li	meeb	meeb	control	17
02.png	sin	pen	blue	cent	no	no	no	meeb	meeb pu	meeb	meeb pu	meeb	meeb 	control	17
02d.png	sin	pen	blue	cent	no	no	no	meeb	meeb pu	meeb pu	meeb pu	meeb	meeb	control	17
03-2.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meeb li	meeb li	meeb pu	control	17
03.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meeb li	meeb li	meep pu	control	17
04-2.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meep pu	control	17
04.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pup	meeb pu	meeb pu	meeb pu	meeb li	control	17
05.png	sin	cup	yellow	cent	no	no	no	fop	fop li	kup	kup	kup	kup	control	17
05d.png	sin	cup	yellow	cent	no	no	no	fop	yan li	kup	kup	kup	kup	control	17
06.png	sin	cup	blue	cent	no	no	no	fop	yan pu	kup	kup	kup	kup	control	17
06d.png	sin	cup	blue	cent	no	no	no	fop	fop	kup	kup	kup	kup	control	17
07-2.png	rel	cup	yellow	left	pen	blue	right	fop li	yan li	kup li	kup li	kup li	kup pu	control	17
07.png	rel	cup	yellow	right	pen	blue	left	fop li	yan li	kup li	kup li	kup li	kup	control	17
08-2.png	rel	cup	blue	left	pen	yellow	right	fop pu	fop pu	pop	kup pu	kup pu	kup pu	control	17
08.png	rel	cup	blue	right	pen	yellow	left	fop pu	fop	kup pu	kup pu	kup li	kup	control	17
09.png	sin	ball	yellow	cent	no	no	no	kur	kir li	kir li	kir li	kir	kir	control	17
