filename	trial_type	topic_obj	topic_col	topic_loc	backgr_obj	backgr_col	backgr_loc	words	Gen_1	Gen_2	Gen_3	Gen_4	Gen_5	condition	chain
09d.png	sin	ball	yellow	cent	no	no	no	kur	kir li	kir li	kir li	kir	kir	control	17
10.png	sin	ball	blue	cent	no	no	no	kur	kir pu	kir pu	kir li	kir li	kir	control	17
10d.png	sin	ball	blue	cent	no	no	no	kur	kir	kir li	kir li	kir li	kir	control	17
11-2.png	rel	ball	yellow	left	pen	blue	right	kur li	kir li	kir li	kir li	kir pu	kir pu	control	17
11.png	rel	ball	yellow	right	pen	blue	left	kur li	kir li	kir li	kir li	kir pu	kir li	control	17
12-2.png	rel	ball	blue	right	pen	yellow	left	kur pu	kir pu	kir pu	kir li	kir li	kir li	control	17
12.png	rel	ball	blue	left	pen	yellow	right	kur pu	kir pu	kir li	kir li	kir li	kir pu	control	17
13.png	sin	book	yellow	cent	no	no	no	yan	yan	yan	yan li	yan li	yan li	control	17
13d.png	sin	book	yellow	cent	no	no	no	yan	yan	yan li	yan	yan li	yan	control	17
14.png	sin	book	blue	cent	no	no	no	yan	yan	yan	yan	yan	yan	control	17
14d.png	sin	book	blue	cent	no	no	no	yan	yan	yan pu	yan pu	yan	yan	control	17
15-2.png	rel	book	yellow	left	pen	blue	right	yan li	yan li	yan li	yan li	yan li	yan li	control	17
15.png	rel	book	yellow	right	pen	blue	left	yan li	yan li	yan li	yan li	yan li	yan pu	control	17
16-2.png	rel	book	blue	right	pen	yellow	left	yan pu	yan pu	yan pu	yan pu	yan pu	yan li	control	17
16.png	rel	book	blue	left	pen	yellow	right	yan pu	yan pu	yan pu	yan pu	yan pu	yan pu	control	17
01.png	sin	pen	yellow	cent	no	no	no	meeb	meep	meep	meep	meep	meep	control	18
01d.png	sin	pen	yellow	cent	no	no	no	meeb	meep	meep	meep	meep	meep	control	18
02.png	sin	pen	blue	cent	no	no	no	meeb	meep pu	meep	meep	meep	meep	control	18
02d.png	sin	pen	blue	cent	no	no	no	meeb	meep 	meep	meep	meep	meep	control	18
03-2.png	rel	pen	yellow	left	pen	blue	right	meeb li	meep li	meep pu	meep pu	meep li	meep li	control	18
03.png	rel	pen	yellow	right	pen	blue	left	meeb li	meep li	meep pu	meep pu	meep li	meep li	control	18
04-2.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meep pu	meep pu	meep pu	meep li	meep li	control	18
04.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meep pu	meep pu	meep pu	meep li	meep li	control	18
05.png	sin	cup	yellow	cent	no	no	no	fop	kur 	yon	yon	yon	yon	control	18
05d.png	sin	cup	yellow	cent	no	no	no	fop	yon	yon	yon li	yon	yon	control	18
06.png	sin	cup	blue	cent	no	no	no	fop	yon	yon	yon li	yon	yon	control	18
06d.png	sin	cup	blue	cent	no	no	no	fop	yon	yon	yon 	yon	yon	control	18
07-2.png	rel	cup	yellow	left	pen	blue	right	fop li	yum li	yon li	yon li	yon	yon li	control	18
07.png	rel	cup	yellow	right	pen	blue	left	fop li	yon li	yon li	yon li	yon li	yon li	control	18
08-2.png	rel	cup	blue	left	pen	yellow	right	fop pu	kur pu	yon li	yon li	yon li	yon li	control	18
08.png	rel	cup	blue	right	pen	yellow	left	fop pu	yon pu	yon li	yon li	yon li	yon li	control	18
09.png	sin	ball	yellow	cent	no	no	no	kur	kur	kur	kur	kur	ku	control	18
09d.png	sin	ball	yellow	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	18
10.png	sin	ball	blue	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	18
10d.png	sin	ball	blue	cent	no	no	no	kur	kur	kur	kur	kur	kur	control	18
11-2.png	rel	ball	yellow	left	pen	blue	right	kur li	kur li	kur pu	kur pu	kur pu	kur pu	control	18
11.png	rel	ball	yellow	right	pen	blue	left	kur li	kur li	kur pu	kur pu	kur pu	kur pu	control	18
12-2.png	rel	ball	blue	right	pen	yellow	left	kur pu	kur pu	kur pu	kur pu	kur pu	kur pu	control	18
12.png	rel	ball	blue	left	pen	yellow	right	kur pu	kur pu	kur pu	kur pu	kur pu	kur pu	control	18
13.png	sin	book	yellow	cent	no	no	no	yan	lli	yon pu	yon	yon	yon	control	18
13d.png	sin	book	yellow	cent	no	no	no	yan	yon li	yon	yon	yon	yon	control	18
14.png	sin	book	blue	cent	no	no	no	yan	yon 	yon	yon	yon	yon	control	18
14d.png	sin	book	blue	cent	no	no	no	yan	yon	yon li	yon	yon	yon	control	18
15-2.png	rel	book	yellow	left	pen	blue	right	yan li	yon li	yon li	yon li	yon li	yon li	control	18
15.png	rel	book	yellow	right	pen	blue	left	yan li	li	yon li	yon li	yon li	yon li	control	18
16-2.png	rel	book	blue	right	pen	yellow	left	yan pu	yon pu	yon li	yon li	kur	yon li	control	18
16.png	rel	book	blue	left	pen	yellow	right	yan pu	kon pu	yon li	yon li	yon li	yon li	control	18
01.png	sin	pen	yellow	cent	no	no	no	meeb	meeb	meeb li	meeb li	meeb li	meeb li	control	19
01d.png	sin	pen	yellow	cent	no	no	no	meeb	meeb	meeb li	meeb li	meeb li	meeb li	control	19
02.png	sin	pen	blue	cent	no	no	no	meeb	meeb	meeb pu	meeb pu	meeb pu	meeb pu	control	19
02d.png	sin	pen	blue	cent	no	no	no	meeb	meeb	meeb pu	meeb pu	meeb pu	meeb pu	control	19
03-2.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	control	19
03.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	control	19
04-2.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	control	19
04.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	control	19
05.png	sin	cup	yellow	cent	no	no	no	fop	fop	fop li	fop li	fop li	fop li	control	19
05d.png	sin	cup	yellow	cent	no	no	no	fop	fop	fop li	fop li	fop li	fop li	control	19
06.png	sin	cup	blue	cent	no	no	no	fop	fop	fop pu	fop pu	fop pu	fop pu	control	19
06d.png	sin	cup	blue	cent	no	no	no	fop	fop	fop pu	fop pu	fop pu	fop pu	control	19
07-2.png	rel	cup	yellow	left	pen	blue	right	fop li	fop li	fop li	fop li	fop li	fop li	control	19
07.png	rel	cup	yellow	right	pen	blue	left	fop li	fop li	fop li	fop li	fop li	fop li	control	19
08-2.png	rel	cup	blue	left	pen	yellow	right	fop pu	fop pu	fop pu	fop pu	fop pu	fop pu	control	19
08.png	rel	cup	blue	right	pen	yellow	left	fop pu	fop pu	fop pu	fop pu	fop pu	fop pu	control	19
09.png	sin	ball	yellow	cent	no	no	no	kur	kur	kur li	kur li	kur li	kur li	control	19
09d.png	sin	ball	yellow	cent	no	no	no	kur	kur	kur li	kur li	kur li	kur li	control	19
10.png	sin	ball	blue	cent	no	no	no	kur	kur	kur pu	kur pu	kur pu	kur pu	control	19
10d.png	sin	ball	blue	cent	no	no	no	kur	kur	kur pu	kur pu	kur pu	kur pu	control	19
11-2.png	rel	ball	yellow	left	pen	blue	right	kur li	kur li	kur li	kur li	kur li	kur li	control	19
11.png	rel	ball	yellow	right	pen	blue	left	kur li	kur li	kur li	kur li	kur li	kur li	control	19
12-2.png	rel	ball	blue	right	pen	yellow	left	kur pu	kur pu	kur pu	kur pu	kur pu	kur pu	control	19
12.png	rel	ball	blue	left	pen	yellow	right	kur pu	kur pu	kur pu	kur pu	kur pu	kur pu	control	19
13.png	sin	book	yellow	cent	no	no	no	yan	yan	yan li	yan li	yan li	yan li	control	19
13d.png	sin	book	yellow	cent	no	no	no	yan	yan	yan li	yan li	yan li	yan li	control	19
14.png	sin	book	blue	cent	no	no	no	yan	yan	yan pu	yan pu	yan pu	yan pu	control	19
14d.png	sin	book	blue	cent	no	no	no	yan	yan	yan pu	yan pu	yan pu	yan pu	control	19
15-2.png	rel	book	yellow	left	pen	blue	right	yan li	yan li	yan li	yan li	yan li	yan li	control	19
15.png	rel	book	yellow	right	pen	blue	left	yan li	yan li	yan li	yan li	yan li	yan li	control	19
16-2.png	rel	book	blue	right	pen	yellow	left	yan pu	yan pu	yan pu	yan pu	yan pu	yan pu	control	19
16.png	rel	book	blue	left	pen	yellow	right	yan pu	yan pu	yan pu	yan pu	yan pu	yan pu	control	19
01-4.png	irr	pen	yellow	left	book	yellow	left	meeb	meeb	meeb	meeb	meeb	meeb	distractor	20
01-6.png	irr	pen	yellow	right	cup	blue	right	meeb	meeb li	meeb	meeb	meeb	meeb	distractor	20
02-3.png	irr	pen	blue	left	ball	blue	right	meeb	meeb pu	meeb	meeb	meeb	meeb	distractor	20
02-7.png	irr	pen	blue	right	cup	yellow	left	meeb	meeb 	meeb	meeb	meeb	meeb	distractor	20
03.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb	meeb	meeb	meeb	meeb	distractor	20
03-2.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb	meeb	meeb	meeb	meeb	distractor	20
04.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb	meeb	meeb	meeb	meeb	distractor	20
04-2.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb	meeb	meeb	meeb	meeb	distractor	20
05-5.png	irr	cup	yellow	right	ball	blue	left	fop	fop	fop	yan li	yan	yan	distractor	20
05-7.png	irr	cup	yellow	left	book	yellow	right	fop	fop li	fop	yan	yan	yan	distractor	20
06-4.png	irr	cup	blue	left	pen	blue	right	fop	fop pu	fop	yan	yan	yan	distractor	20
06-6.png	irr	cup	blue	right	ball	yellow	left	fop	fop	fop	yan	yan	yan	distractor	20
07.png	rel	cup	yellow	left	cup	blue	right	fop li	fop	fop	yan	yan	yan	distractor	20
07-2.png	rel	cup	yellow	right	cup	blue	left	fop li	fop 	fop	yan	yan	yan	distractor	20
08.png	rel	cup	blue	left	cup	yellow	right	fop pu	fop	fop	kor	yan	yan	distractor	20
08-2.png	rel	cup	blue	right	cup	yellow	left	fop pu	fop	yan	yan	yan	yan	distractor	20
09-2.png	irr	ball	yellow	left	cup	yellow	right	kur	kur	kur	kor	kor	kor	distractor	20
09-4.png	irr	ball	yellow	right	book	blue	left	kur	kur	kur	kor	kor	kor	distractor	20
10-2.png	irr	ball	blue	right	pen	yellow	left	kur	kur	kur	kor	kor	kor	distractor	20
10-5.png	irr	ball	blue	left	book	blue	right	kur	kur	kur	kor	kor	kor	distractor	20
11.png	rel	ball	yellow	left	ball	blue	right	kur li	kur 	kur	kor	kor	kor	distractor	20
11-2.png	rel	ball	yellow	right	ball	blue	left	kur li	kur li	kur li	kor	kor	kor	distractor	20
12.png	rel	ball	blue	right	ball	yellow	left	kur pu	kur pu	kur	kor	kor	kor	distractor	20
12-2.png	rel	ball	blue	left	ball	yellow	right	kur pu	kur	kur	kor	kor	kor	distractor	20
13-2.png	irr	book	yellow	left	ball	yellow	right	yan	yan li	yan	yan	yan	yan li	distractor	20
13-4.png	irr	book	yellow	right	pen	blue	left	yan	yan 	yan	yan	yan	yan li	distractor	20
14-2.png	irr	book	blue	right	cup	blue	left	yan	yan pu	yan	yan li	yan li	yan lil	distractor	20
14-5.png	irr	book	blue	left	pen	yellow	right	yan	yan	yan	yan	yan li	yan li	distractor	20
15.png	rel	book	yellow	left	book	blue	right	yan li	yan li	yan	yan	yan	yan li	distractor	20
15-2.png	rel	book	yellow	right	book	blue	left	yan li	yan	yan	yan li	yan	yan li	distractor	20
16.png	rel	book	blue	right	book	yellow	left	yan pu	yan	yan	yan	yan li	yan li	distractor	20
16-2.png	rel	book	blue	left	book	yellow	right	yan pu	yan pu	yan li	yan li	yan li	yan li	distractor	20
01-4.png	irr	pen	yellow	left	book	yellow	left	meeb	meeb	meeb	meeb li	meeb li	meeb li	distractor	21
01-6.png	irr	pen	yellow	right	cup	blue	right	meeb	meeb	meeb	meeb li	meeb li	meeb li	distractor	21
02-3.png	irr	pen	blue	left	ball	blue	right	meeb	meeb	meeb	meeb pu	meeb pu	meeb pu	distractor	21
02-7.png	irr	pen	blue	right	cup	yellow	left	meeb	meeb	meeb	meeb pu	meeb pu	meeb pu	distractor	21
03.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	21
03-2.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meeb li	meeb li	meeb li	distractor	21
04.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	distractor	21
04-2.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	distractor	21
05-5.png	irr	cup	yellow	right	ball	blue	left	fop	fop	fop	fop li	fop li	fop li	distractor	21
05-7.png	irr	cup	yellow	left	book	yellow	right	fop	fop	fop	fop li	fop li	fop li	distractor	21
06-4.png	irr	cup	blue	left	pen	blue	right	fop	fop	fop	fop pu	fop pu	fop pu	distractor	21
06-6.png	irr	cup	blue	right	ball	yellow	left	fop	fop	fop	fop pu	fop pu	fop pu	distractor	21
07.png	rel	cup	yellow	left	cup	blue	right	fop li	fop li	fop li	fop li	fop li	fop li	distractor	21
07-2.png	rel	cup	yellow	right	cup	blue	left	fop li	fop li	fop li	fop li	fop li	fop li	distractor	21
08.png	rel	cup	blue	left	cup	yellow	right	fop pu	fop pu	fop pu	fop pu	fop pu	fop pu	distractor	21
08-2.png	rel	cup	blue	right	cup	yellow	left	fop pu	fop pu	fop pu	fop pu	fop pu	fop pu	distractor	21
09-2.png	irr	ball	yellow	left	cup	yellow	right	kur	kur	kur	kur li	kur li	fan li	distractor	21
09-4.png	irr	ball	yellow	right	book	blue	left	kur	kur	kur	kur li	kur li	kur li	distractor	21
10-2.png	irr	ball	blue	right	pen	yellow	left	kur	kur	kur	kur pu	kur pu	kur pu	distractor	21
10-5.png	irr	ball	blue	left	book	blue	right	kur	kur	kur	kur pu	kur pu	kur pu	distractor	21
11.png	rel	ball	yellow	left	ball	blue	right	kur li	kur li	kur li	kur li	kur li	kur li	distractor	21
11-2.png	rel	ball	yellow	right	ball	blue	left	kur li	kur li	kur li	kur li	kur li	kur li	distractor	21
12.png	rel	ball	blue	right	ball	yellow	left	kur pu	kur pu	kur pu	kur pu	kur pu	fan pu	distractor	21
12-2.png	rel	ball	blue	left	ball	yellow	right	kur pu	kur pu	kur pu	kur pu	kur pu	fan pu	distractor	21
13-2.png	irr	book	yellow	left	ball	yellow	right	yan	yan	yan	fan li	fan li 	fan li	distractor	21
13-4.png	irr	book	yellow	right	pen	blue	left	yan	yan	yan	fan li	fan li	fan li	distractor	21
14-2.png	irr	book	blue	right	cup	blue	left	yan	yan	yan	fan pu	fan pu	fan pu	distractor	21
14-5.png	irr	book	blue	left	pen	yellow	right	yan	yan	yan	fan pu	fan pu	fan pu	distractor	21
15.png	rel	book	yellow	left	book	blue	right	yan li	yan li	yan li	fan li	meeb li	fan li	distractor	21
15-2.png	rel	book	yellow	right	book	blue	left	yan li	yan li	yan li	fan li	fan li	fan li	distractor	21
16.png	rel	book	blue	right	book	yellow	left	yan pu	yan pu	yan pu	fan pu	fan pu	fan pu	distractor	21
16-2.png	rel	book	blue	left	book	yellow	right	yan pu	yan pu	yan pu	fan pu	fan pu	fan pu	distractor	21
01-4.png	irr	pen	yellow	left	book	yellow	left	meeb	meeb	meeb	meep li	meep li	meep li	distractor	22
01-6.png	irr	pen	yellow	right	cup	blue	right	meeb	meeb	meeb	meep li	meep li	meep li	distractor	22
02-3.png	irr	pen	blue	left	ball	blue	right	meeb	meeb	meeb	meeb pu	meep pu	meep pu	distractor	22
02-7.png	irr	pen	blue	right	cup	yellow	left	meeb	meeb	meeb	meeb pu	meep pu	meep pu	distractor	22
03.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	li	meeb li	meep li	meep li	distractor	22
03-2.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meeb li	meep li	meep li	distractor	22
04.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb pu	meeb pu	meep pu	meep pu	distractor	22
04-2.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	pu	meep pu	meep pu	meep pu	distractor	22
05-5.png	irr	cup	yellow	right	ball	blue	left	fop	yan	fop li	yan li	yan li	yan li	distractor	22
05-7.png	irr	cup	yellow	left	book	yellow	right	fop	fop	fop	yan li	yan li	yan li	distractor	22
06-4.png	irr	cup	blue	left	pen	blue	right	fop	fop	fop	yan pu	yan pu	yan pu	distractor	22
06-6.png	irr	cup	blue	right	ball	yellow	left	fop	fop	fop pu	yan pu	yan pu	yan pu	distractor	22
07.png	rel	cup	yellow	left	cup	blue	right	fop li	fop	fop li	yan li	yan li	yan li	distractor	22
07-2.png	rel	cup	yellow	right	cup	blue	left	fop li	fop li	fop li	yan li	yan li	yan li	distractor	22
08.png	rel	cup	blue	left	cup	yellow	right	fop pu	fop pu	fop pu	yan pu	yan pu	yan pu	distractor	22
08-2.png	rel	cup	blue	right	cup	yellow	left	fop pu	fop pu	fop pu	yan pu	yan pu	yan pu	distractor	22
09-2.png	irr	ball	yellow	left	cup	yellow	right	kur	kur	kur li	kur li	kur li	pur li	distractor	22
09-4.png	irr	ball	yellow	right	book	blue	left	kur	kur	kur	kur li	kur li	kur li	distractor	22
10-2.png	irr	ball	blue	right	pen	yellow	left	kur	kur	kur pu	kur pu	kur pu	kur pu	distractor	22
10-5.png	irr	ball	blue	left	book	blue	right	kur	kur pu	kur	kur pu	kur pu	kur pu	distractor	22
11.png	rel	ball	yellow	left	ball	blue	right	kur li	kur li	li	kur li	kur li	kur li	distractor	22
11-2.png	rel	ball	yellow	right	ball	blue	left	kur li	kur li	kur li	kur li	kur li	kur li	distractor	22
12.png	rel	ball	blue	right	ball	yellow	left	kur pu	kur pu	kur pu	kur pu	kur pu	kur pu	distractor	22
12-2.png	rel	ball	blue	left	ball	yellow	right	kur pu	kur pu	kur pu	kur pu	kur pu	kur pu	distractor	22
13-2.png	irr	book	yellow	left	ball	yellow	right	yan	yan	li	li	li	li	distractor	22
13-4.png	irr	book	yellow	right	pen	blue	left	yan	kur	yan li	li	li	li	distractor	22
14-2.png	irr	book	blue	right	cup	blue	left	yan	yan	yan pu	pu	pu	pu	distractor	22
14-5.png	irr	book	blue	left	pen	yellow	right	yan	yan	yan pu	pu	pu	pu	distractor	22
15.png	rel	book	yellow	left	book	blue	right	yan li	yan li	li	li	li	li	distractor	22
15-2.png	rel	book	yellow	right	book	blue	left	yan li	yan li	yan li	li	li	li	distractor	22
16.png	rel	book	blue	right	book	yellow	left	yan pu	yan pu	yan pu	pu	kur pu	pu	distractor	22
16-2.png	rel	book	blue	left	book	yellow	right	yan pu	yan pu	yan pu	pu	pu	pu	distractor	22
01-4.png	irr	pen	yellow	left	book	yellow	left	meeb	meeb li	meeb	meeb li 	kup li	kurl li	distractor	23
01-6.png	irr	pen	yellow	right	cup	blue	right	meeb	meeb li	meeb	moob li	kurl li	kurl li	distractor	23
02-3.png	irr	pen	blue	left	ball	blue	right	meeb	meeb pu	meeb	moob li 	moob li	kurl li	distractor	23
02-7.png	irr	pen	blue	right	cup	yellow	left	meeb	meeb pu	meeb li	meeb li	kurl li	kurl li	distractor	23
03.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb pu	moob li	kurl li	kurl li	distractor	23
03-2.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meeb li 	kurl li	kurl li	distractor	23
04.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb li	kur li	kurl li	kurl li	distractor	23
04-2.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb pu	meeb li	kurl li	kurl li	distractor	23
05-5.png	irr	cup	yellow	right	ball	blue	left	fop	fop li	fop	fup li	kup fup	kup fup	distractor	23
05-7.png	irr	cup	yellow	left	book	yellow	right	fop	fop li	fop	fup li 	kup fup	kup fup	distractor	23
06-4.png	irr	cup	blue	left	pen	blue	right	fop	fop 	fop pu	fup pu	moob fup\	kup fup	distractor	23
06-6.png	irr	cup	blue	right	ball	yellow	left	fop	fop 	fop	fup li	moop[ fup 	kup fup	distractor	23
07.png	rel	cup	yellow	left	cup	blue	right	fop li	fop li	fop pu	fup up 	kup fup	kup fup	distractor	23
07-2.png	rel	cup	yellow	right	cup	blue	left	fop li	fop li	fop li	kup li 	kup fup	kup fup	distractor	23
08.png	rel	cup	blue	left	cup	yellow	right	fop pu	fop pu	fop pu	fup	moob kup	kup fup	distractor	23
08-2.png	rel	cup	blue	right	cup	yellow	left	fop pu	fop pu	fop li	fup li 	mppn fup	kup fup	distractor	23
09-2.png	irr	ball	yellow	left	cup	yellow	right	kur	kur li	dfg	fub	efg	efg	distractor	23
09-4.png	irr	ball	yellow	right	book	blue	left	kur	kur 	erg	dfg	efg	efg	distractor	23
10-2.png	irr	ball	blue	right	pen	yellow	left	kur	kur 	erg	dfg	dfg	dfg	distractor	23
10-5.png	irr	ball	blue	left	book	blue	right	kur	kur pu	efg 	dfg	dfg	dfg	distractor	23
11.png	rel	ball	yellow	left	ball	blue	right	kur li	kur li	kjf	efg	efg	efg	distractor	23
11-2.png	rel	ball	yellow	right	ball	blue	left	kur li	kur li	efg li	kup fup	efg	efg	distractor	23
12.png	rel	ball	blue	right	ball	yellow	left	kur pu	kur pu	kuh	dfg	dfg	dfg	distractor	23
12-2.png	rel	ball	blue	left	ball	yellow	right	kur pu	kur pu	dfg	dfg 	dfg	dfg	distractor	23
13-2.png	irr	book	yellow	left	ball	yellow	right	yan	yan 	kur	fup li	kurl 	moob	distractor	23
13-4.png	irr	book	yellow	right	pen	blue	left	yan	yan li	kur li	kur li	moob fup	moob fup	distractor	23
14-2.png	irr	book	blue	right	cup	blue	left	yan	yan pu	kur li	fup 	moob 	moob	distractor	23
14-5.png	irr	book	blue	left	pen	yellow	right	yan	yan pu	kur 	fup li 	moob	moob	distractor	23
15.png	rel	book	yellow	left	book	blue	right	yan li	yan li	kur pu	kop	kurl	moob	distractor	23
15-2.png	rel	book	yellow	right	book	blue	left	yan li	yan li	meeb li	moob	kurl 	moob	distractor	23
16.png	rel	book	blue	right	book	yellow	left	yan pu	yan pu	kur li	feep up	moob	moob	distractor	23
16-2.png	rel	book	blue	left	book	yellow	right	yan pu	yan pu	kur pu	fup	moob fup	moob	distractor	23
01-4.png	irr	pen	yellow	left	book	yellow	left	meeb	meeb li	meeb li	beeb li	beeb li	beeb li	distractor	24
01-6.png	irr	pen	yellow	right	cup	blue	right	meeb	meeb li	sfsd	beeb li	beeb li	beeb li	distractor	24
02-3.png	irr	pen	blue	left	ball	blue	right	meeb	meeb pu	meeb pu	beeb pu	beeb pu	beeb pu	distractor	24
02-7.png	irr	pen	blue	right	cup	yellow	left	meeb	meeb pu	meeb pu	beeb pu	beeb pu	beeb pu	distractor	24
03.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meeb li	beeb li	beeb li	distractor	24
03-2.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	beeb li	beeb li	beeb li	distractor	24
04.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb pu	beep pu	beeb pu	beeb pu	distractor	24
04-2.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb pu	meeb pu	beeb pu	beeb pu	distractor	24
05-5.png	irr	cup	yellow	right	ball	blue	left	fop	li	tan li	yan li	tan li	tan li	distractor	24
05-7.png	irr	cup	yellow	left	book	yellow	right	fop	li	tan li	tan li	tan li	tan li	distractor	24
06-4.png	irr	cup	blue	left	pen	blue	right	fop	tan pu	tan pu	tan pu	tan pu	tan pu	distractor	24
06-6.png	irr	cup	blue	right	ball	yellow	left	fop	tan pu	tan pu	tan pu	tan pu	tan pu	distractor	24
07.png	rel	cup	yellow	left	cup	blue	right	fop li	li	tan li	yan li	tan li	tan li	distractor	24
07-2.png	rel	cup	yellow	right	cup	blue	left	fop li	tan li	tan li	tan li	tan li	tan li	distractor	24
08.png	rel	cup	blue	left	cup	yellow	right	fop pu	tan pu	tan pu	tan pu	tan pu	tan pu	distractor	24
08-2.png	rel	cup	blue	right	cup	yellow	left	fop pu	tan pu	tan pu	tan pu	tan pu	tan pu	distractor	24
09-2.png	irr	ball	yellow	left	cup	yellow	right	kur	kur li	kur li	kur li	kur li	kur li	distractor	24
09-4.png	irr	ball	yellow	right	book	blue	left	kur	kur li	kur li	kur li	kur li	kur li	distractor	24
10-2.png	irr	ball	blue	right	pen	yellow	left	kur	kur pu	kur pu	kur pu	kur pu	kur pu	distractor	24
10-5.png	irr	ball	blue	left	book	blue	right	kur	kur pu	kur pu	kur pu	kur pu	kur pu	distractor	24
11.png	rel	ball	yellow	left	ball	blue	right	kur li	kur li	kur li	kur li	kur li	kur li	distractor	24
11-2.png	rel	ball	yellow	right	ball	blue	left	kur li	kur li	kur li	kur li	kur li	kur li	distractor	24
12.png	rel	ball	blue	right	ball	yellow	left	kur pu	kur pu	kur pu	kur pu	kur pu	kur pu	distractor	24
12-2.png	rel	ball	blue	left	ball	yellow	right	kur pu	kur pu	kur pu	kur pu	kur pu	kur pu	distractor	24
13-2.png	irr	book	yellow	left	ball	yellow	right	yan	yan li	yan li	yan li	yan li	yan li	distractor	24
13-4.png	irr	book	yellow	right	pen	blue	left	yan	yan li	yan li	yan li	yan li	yan li	distractor	24
14-2.png	irr	book	blue	right	cup	blue	left	yan	yan pu	yan pu	yan pu	yan pu	yan pu	distractor	24
14-5.png	irr	book	blue	left	pen	yellow	right	yan	yan pu	yan pu	yan pu	yan pu	yan pu	distractor	24
15.png	rel	book	yellow	left	book	blue	right	yan li	yan li	yan li	yan li	yan li	yan li	distractor	24
15-2.png	rel	book	yellow	right	book	blue	left	yan li	yan li	yan li	yan li	yan li	yan li	distractor	24
16.png	rel	book	blue	right	book	yellow	left	yan pu	yan pu	yan pu	yan pu	yan pu	yan pu	distractor	24
16-2.png	rel	book	blue	left	book	yellow	right	yan pu	yan li	yan pu	yan pu	yan pu	yan pu	distractor	24
01-4.png	irr	pen	yellow	left	book	yellow	left	meeb	meeb	meeb	meeb li	yeeb li	li	distractor	25
01-6.png	irr	pen	yellow	right	cup	blue	right	meeb	meeb	meeb	meeb li	meeb li	meep li	distractor	25
02-3.png	irr	pen	blue	left	ball	blue	right	meeb	meeb	meeb pu	meeb pu	meeb pu	meep pu	distractor	25
02-7.png	irr	pen	blue	right	cup	yellow	left	meeb	meeb	meeb pu	meeb pu	meeb pu	pu	distractor	25
03.png	rel	pen	yellow	left	pen	blue	right	meeb li	meeb li	meeb li	meeb li	meeb li	meep li	distractor	25
03-2.png	rel	pen	yellow	right	pen	blue	left	meeb li	meeb li	meeb li	meeb li	yeeb li	li	distractor	25
04.png	rel	pen	blue	right	pen	yellow	left	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	pu	distractor	25
04-2.png	rel	pen	blue	left	pen	yellow	right	meeb pu	meeb pu	meeb pu	meeb pu	meeb pu	pu	distractor	25
05-5.png	irr	cup	yellow	right	ball	blue	left	fop	fop	li	li	li	li	distractor	25
05-7.png	irr	cup	yellow	left	book	yellow	right	fop	fop	???	li	li	yaku li	distractor	25
06-4.png	irr	cup	blue	left	pen	blue	right	fop	fop	???	pu	pu	pu	distractor	25
06-6.png	irr	cup	blue	right	ball	yellow	left	fop	fop	pu	pu	pu	pu	distractor	25
07.png	rel	cup	yellow	left	cup	blue	right	fop li	fop li	li	li	li	li	distractor	25
07-2.png	rel	cup	yellow	right	cup	blue	left	fop li	fop	li	li	li	li	distractor	25
